Project,Release,File,Normalized_File,Size_LOC,NR,NAuth,NFix,Age_in_Days,Weighted_Age,LOC_Added,Max_LOC_Added,Average_LOC_Added,LOC_Deleted,Max_LOC_Deleted,Average_LOC_Deleted,Churn,Max_Churn,Average_Churn,Change_Set_Size,Max_Change_Set_Size,Average_Change_Set_Size,Average_ND,Average_Entropy,NSmells,Buggy
AVRO,1.3.2,lang/java/src/java/org/apache/avro/io/Decoder.java,org/apache/avro/io/Decoder.java,258,7,1,7,241,76397,302,279,43,15,10,2,317,279,45,1433,509,204,35.1429,5.5174,0,No
AVRO,1.3.2,lang/java/src/java/org/apache/avro/io/ValidatingEncoder.java,org/apache/avro/io/ValidatingEncoder.java,174,8,2,8,214,89666,311,225,38,108,104,13,419,225,52,1354,511,169,29.75,4.7734,0,No
AVRO,1.3.2,lang/java/src/java/org/apache/avro/io/DecoderFactory.java,org/apache/avro/io/DecoderFactory.java,219,1,1,1,0,0,232,232,232,0,0,0,232,232,232,476,476,476,78,7.8393,0,No
AVRO,1.3.2,lang/java/src/java/org/apache/avro/io/ParsingEncoder.java,org/apache/avro/io/ParsingEncoder.java,60,4,1,3,173,12110,70,52,17,0,0,0,70,52,17,958,498,239,37.5,5.7114,0,No
AVRO,1.3.2,lang/java/src/java/org/apache/avro/io/JsonDecoder.java,org/apache/avro/io/JsonDecoder.java,384,11,2,10,212,110240,473,397,43,47,23,4,520,397,47,1787,452,162,28.2727,4.4486,0,No
AVRO,1.3.2,lang/java/src/java/org/apache/avro/io/BinaryEncoder.java,org/apache/avro/io/BinaryEncoder.java,215,5,2,5,216,62856,272,266,54,19,16,3,291,266,58,1296,511,259,42.4,5.7949,0,No
AVRO,1.3.2,lang/java/src/java/org/apache/avro/io/BlockingBinaryEncoder.java,org/apache/avro/io/BlockingBinaryEncoder.java,534,7,2,7,237,158553,645,622,92,24,9,3,669,622,95,1492,496,213,36,5.5654,0,No
AVRO,1.3.2,lang/java/src/java/org/apache/avro/io/ParsingDecoder.java,org/apache/avro/io/ParsingDecoder.java,66,3,1,3,173,12975,75,74,25,0,0,0,75,74,25,871,511,290,44,5.8461,0,No
AVRO,1.3.2,lang/java/src/java/org/apache/avro/io/parsing/Parser.java,org/apache/avro/io/parsing/Parser.java,175,9,2,9,176,67936,289,144,32,97,39,10,386,144,42,1087,498,120,21.5556,3.9881,0,No
AVRO,1.3.2,lang/java/src/java/org/apache/avro/io/parsing/SkipParser.java,org/apache/avro/io/parsing/SkipParser.java,87,8,2,8,176,21120,108,94,13,12,4,1,120,94,15,982,511,122,21.875,3.801,0,No
AVRO,1.3.2,lang/java/src/java/org/apache/avro/io/parsing/ValidatingGrammarGenerator.java,org/apache/avro/io/parsing/ValidatingGrammarGenerator.java,125,8,2,8,201,32361,149,138,18,12,4,1,161,138,20,1339,506,167,30,4.5079,0,No
AVRO,1.3.2,lang/java/src/java/org/apache/avro/io/parsing/Symbol.java,org/apache/avro/io/parsing/Symbol.java,481,13,2,13,194,126100,600,382,46,50,17,3,650,382,50,1448,498,111,20.8462,3.9895,0,No
AVRO,1.3.2,lang/java/src/java/org/apache/avro/io/parsing/JsonGrammarGenerator.java,org/apache/avro/io/parsing/JsonGrammarGenerator.java,93,8,2,8,201,26130,115,102,14,15,4,1,130,102,16,1407,498,175,31,4.6258,0,No
AVRO,1.3.2,lang/java/src/java/org/apache/avro/io/parsing/ResolvingGrammarGenerator.java,org/apache/avro/io/parsing/ResolvingGrammarGenerator.java,418,13,2,13,201,108942,495,337,38,47,20,3,542,337,41,1443,506,111,21.9231,3.9128,0,No
AVRO,1.3.2,lang/java/src/java/org/apache/avro/io/ValidatingDecoder.java,org/apache/avro/io/ValidatingDecoder.java,202,9,2,9,203,131950,441,358,49,209,204,23,650,358,72,1103,511,122,22.1111,4.0381,0,No
AVRO,1.3.2,lang/java/src/java/org/apache/avro/io/Encoder.java,org/apache/avro/io/Encoder.java,245,5,1,5,202,58782,281,269,56,10,6,2,291,269,58,1285,465,257,37.2,5.8033,0,No
AVRO,1.3.2,lang/java/src/java/org/apache/avro/io/DirectBinaryDecoder.java,org/apache/avro/io/DirectBinaryDecoder.java,179,1,1,1,0,0,203,203,203,0,0,0,203,203,203,476,476,476,78,7.8393,0,No
AVRO,1.3.2,lang/java/src/java/org/apache/avro/io/JsonEncoder.java,org/apache/avro/io/JsonEncoder.java,215,10,2,10,187,53669,266,239,26,21,6,2,287,239,28,1364,498,136,24.8,4.3859,0,No
AVRO,1.3.2,lang/java/src/java/org/apache/avro/generic/GenericContainer.java,org/apache/avro/generic/GenericContainer.java,24,2,1,2,131,3537,27,27,13,0,0,0,27,27,13,813,506,406,58.5,6.8332,0,No
AVRO,1.3.2,lang/java/src/java/org/apache/avro/generic/GenericFixed.java,org/apache/avro/generic/GenericFixed.java,23,3,1,3,234,6084,25,24,8,1,1,0,26,24,8,930,511,310,47.3333,6.3611,0,No
AVRO,1.3.2,lang/java/src/java/org/apache/avro/generic/GenericResponder.java,org/apache/avro/generic/GenericResponder.java,47,9,1,6,328,65928,129,53,14,72,53,8,201,53,22,1964,468,218,35.5556,5.704,0,No
AVRO,1.3.2,lang/java/src/java/org/apache/avro/generic/GenericRequestor.java,org/apache/avro/generic/GenericRequestor.java,60,11,1,8,328,73472,147,57,13,77,57,7,224,57,20,2051,468,186,32.0909,5.4362,0,No
AVRO,1.3.2,lang/java/src/java/org/apache/avro/generic/GenericData.java,org/apache/avro/generic/GenericData.java,456,26,3,22,305,371185,854,250,32,363,250,13,1217,250,46,2541,435,97,20.8846,4.1947,0,No
AVRO,1.3.2,lang/java/src/java/org/apache/avro/generic/GenericDatumReader.java,org/apache/avro/generic/GenericDatumReader.java,319,30,3,26,305,646905,1238,265,41,883,265,29,2121,265,70,2554,435,85,18.4667,3.9873,0,No
AVRO,1.3.2,lang/java/src/java/org/apache/avro/generic/GenericDatumWriter.java,org/apache/avro/generic/GenericDatumWriter.java,172,18,2,15,305,252235,512,164,28,315,164,17,827,164,45,2336,435,129,25.1667,4.8133,0,No
AVRO,1.3.2,lang/java/src/java/org/apache/avro/ipc/ByteBufferOutputStream.java,org/apache/avro/ipc/ByteBufferOutputStream.java,78,6,1,3,277,75621,182,87,30,91,87,15,273,87,45,1272,511,212,34.3333,5.9279,0,No
AVRO,1.3.2,lang/java/src/java/org/apache/avro/ipc/RPCContext.java,org/apache/avro/ipc/RPCContext.java,137,5,1,5,215,42785,178,149,35,21,18,4,199,149,39,1566,454,313,47.8,5.9647,0,No
AVRO,1.3.2,lang/java/src/java/org/apache/avro/ipc/HttpServer.java,org/apache/avro/ipc/HttpServer.java,50,3,1,3,103,11433,85,76,28,26,26,8,111,76,37,844,496,281,40.6667,5.7537,0,No
AVRO,1.3.2,lang/java/src/java/org/apache/avro/ipc/DatagramServer.java,org/apache/avro/ipc/DatagramServer.java,64,3,1,3,133,10906,81,79,27,1,1,0,82,79,27,1147,498,382,59.3333,6.5232,0,No
AVRO,1.3.2,lang/java/src/java/org/apache/avro/ipc/HttpTransceiver.java,org/apache/avro/ipc/HttpTransceiver.java,99,6,1,6,126,17010,124,116,20,11,6,1,135,116,22,1209,496,201,33,4.8817,0,No
AVRO,1.3.2,lang/java/src/java/org/apache/avro/ipc/DatagramTransceiver.java,org/apache/avro/ipc/DatagramTransceiver.java,73,3,1,3,133,11571,86,84,28,1,1,0,87,84,29,1147,498,382,59.3333,6.5232,0,No
AVRO,1.3.2,lang/java/src/java/org/apache/avro/ipc/LocalTransceiver.java,org/apache/avro/ipc/LocalTransceiver.java,45,2,1,1,6,312,52,52,26,0,0,0,52,52,26,858,436,429,59.5,5.9392,0,No
AVRO,1.3.2,lang/java/src/java/org/apache/avro/ipc/Transceiver.java,org/apache/avro/ipc/Transceiver.java,35,7,1,4,277,36010,87,40,12,43,40,6,130,40,18,1522,465,217,33,5.8314,0,No
AVRO,1.3.2,lang/java/src/java/org/apache/avro/ipc/AvroRemoteException.java,org/apache/avro/ipc/AvroRemoteException.java,33,6,1,3,277,37949,89,44,14,48,44,8,137,44,22,1275,511,212,34.3333,5.9257,0,No
AVRO,1.3.2,lang/java/src/java/org/apache/avro/ipc/SocketTransceiver.java,org/apache/avro/ipc/SocketTransceiver.java,85,9,1,6,300,88500,197,87,21,98,87,10,295,87,32,1959,436,217,35.2222,5.7176,0,No
AVRO,1.3.2,lang/java/src/java/org/apache/avro/ipc/ResponderServlet.java,org/apache/avro/ipc/ResponderServlet.java,48,2,1,2,94,5264,56,56,28,0,0,0,56,56,28,820,496,410,56,6.748,0,No
AVRO,1.3.2,lang/java/src/java/org/apache/avro/ipc/Requestor.java,org/apache/avro/ipc/Requestor.java,196,17,1,14,328,194504,412,105,24,181,105,10,593,107,34,2316,435,136,25,4.7712,0,Yes
AVRO,1.3.2,lang/java/src/java/org/apache/avro/ipc/SocketServer.java,org/apache/avro/ipc/SocketServer.java,93,10,1,7,300,127200,268,118,26,156,118,15,424,118,42,2037,436,203,33.3,5.6217,0,Yes
AVRO,1.3.2,lang/java/src/java/org/apache/avro/ipc/ByteBufferInputStream.java,org/apache/avro/ipc/ByteBufferInputStream.java,78,8,1,5,277,72297,174,69,21,87,69,10,261,69,32,1294,511,161,27.125,5.1563,0,No
AVRO,1.3.2,lang/java/src/java/org/apache/avro/ipc/stats/FloatHistogram.java,org/apache/avro/ipc/stats/FloatHistogram.java,49,2,1,2,3,162,54,54,27,0,0,0,54,54,27,869,436,434,60.5,5.6605,0,No
AVRO,1.3.2,lang/java/src/java/org/apache/avro/ipc/stats/Stopwatch.java,org/apache/avro/ipc/stats/Stopwatch.java,66,2,1,2,3,222,74,74,37,0,0,0,74,74,37,869,436,434,60.5,5.6605,0,No
AVRO,1.3.2,lang/java/src/java/org/apache/avro/ipc/stats/StatsServlet.java,org/apache/avro/ipc/stats/StatsServlet.java,93,2,1,2,3,321,107,107,53,0,0,0,107,107,53,869,436,434,60.5,5.6605,0,No
AVRO,1.3.2,lang/java/src/java/org/apache/avro/ipc/stats/Histogram.java,org/apache/avro/ipc/stats/Histogram.java,179,2,1,2,3,615,205,205,102,0,0,0,205,205,102,869,436,434,60.5,5.6605,0,No
AVRO,1.3.2,lang/java/src/java/org/apache/avro/ipc/Responder.java,org/apache/avro/ipc/Responder.java,174,19,1,16,328,210248,424,124,22,217,124,11,641,124,33,2381,435,125,24,4.7154,0,No
AVRO,1.3.2,lang/java/src/java/org/apache/avro/AvroRuntimeException.java,org/apache/avro/AvroRuntimeException.java,26,7,1,4,277,21329,53,24,7,24,24,3,77,24,11,1526,458,218,33.7143,5.8091,0,No
AVRO,1.3.2,lang/java/src/java/org/apache/avro/tool/JsonToBinaryFragmentTool.java,org/apache/avro/tool/JsonToBinaryFragmentTool.java,70,2,1,1,12,924,77,77,38,0,0,0,77,77,38,862,456,431,60.5,6.2768,0,No
AVRO,1.3.2,lang/java/src/java/org/apache/avro/tool/Util.java,org/apache/avro/tool/Util.java,65,4,1,3,35,2485,71,39,17,0,0,0,71,39,17,1247,452,311,50.25,5.5039,0,No
AVRO,1.3.2,lang/java/src/java/org/apache/avro/tool/RpcSendTool.java,org/apache/avro/tool/RpcSendTool.java,111,3,1,3,34,5066,136,98,45,13,13,4,149,98,49,1222,452,407,63.3333,6.0617,0,No
AVRO,1.3.2,lang/java/src/java/org/apache/avro/tool/DataFileGetSchemaTool.java,org/apache/avro/tool/DataFileGetSchemaTool.java,48,2,1,1,12,648,54,54,27,0,0,0,54,54,27,862,456,431,60.5,6.2768,0,No
AVRO,1.3.2,lang/java/src/java/org/apache/avro/tool/Tool.java,org/apache/avro/tool/Tool.java,47,6,1,6,77,5005,58,34,9,7,3,1,65,34,10,1161,456,193,30.8333,4.4164,0,No
AVRO,1.3.2,lang/java/src/java/org/apache/avro/tool/DataFileReadTool.java,org/apache/avro/tool/DataFileReadTool.java,70,3,1,1,12,984,80,79,26,2,2,0,82,79,27,872,454,290,41.6667,5.0136,0,No
AVRO,1.3.2,lang/java/src/java/org/apache/avro/tool/Main.java,org/apache/avro/tool/Main.java,85,10,2,9,83,10375,111,58,11,14,6,1,125,58,12,1498,452,149,26.5,4.1917,0,No
AVRO,1.3.2,lang/java/src/java/org/apache/avro/tool/BinaryFragmentToJsonTool.java,org/apache/avro/tool/BinaryFragmentToJsonTool.java,80,3,1,2,50,4450,87,84,29,2,2,0,89,84,29,1231,456,410,63.6667,6.2674,0,No
AVRO,1.3.2,lang/java/src/java/org/apache/avro/tool/DataFileWriteTool.java,org/apache/avro/tool/DataFileWriteTool.java,87,4,2,2,22,2464,105,82,26,7,5,1,112,82,28,1172,454,293,45.5,5.0711,0,No
AVRO,1.3.2,lang/java/src/java/org/apache/avro/tool/GenAvroTool.java,org/apache/avro/tool/GenAvroTool.java,67,3,1,3,13,1040,79,78,26,1,1,0,80,78,26,896,453,298,45,4.558,0,No
AVRO,1.3.2,lang/java/src/java/org/apache/avro/tool/RpcReceiveTool.java,org/apache/avro/tool/RpcReceiveTool.java,158,3,1,3,34,6664,186,140,62,10,10,3,196,140,65,1222,452,407,63.3333,6.0617,0,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/specific/SpecificData.java,org/apache/avro/specific/SpecificData.java,192,13,1,13,182,73528,310,164,23,94,43,7,404,189,31,1743,456,134,26,4.5743,0,Yes
AVRO,1.3.3,lang/java/src/java/org/apache/avro/specific/SpecificResponder.java,org/apache/avro/specific/SpecificResponder.java,88,13,2,10,328,84296,180,64,13,77,46,5,257,67,19,2288,435,176,31.7692,5.1971,0,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/specific/SpecificRequestor.java,org/apache/avro/specific/SpecificRequestor.java,93,15,2,12,328,94136,198,53,13,89,53,5,287,53,19,2172,435,144,27.2,4.735,0,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/specific/ProtocolTask.java,org/apache/avro/specific/ProtocolTask.java,68,7,1,4,277,89748,202,84,28,122,84,17,324,84,46,1274,497,182,30.1429,5.6761,0,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/specific/SpecificRecordBase.java,org/apache/avro/specific/SpecificRecordBase.java,45,7,1,7,245,31850,92,64,13,38,31,5,130,64,18,1708,456,244,39.5714,5.7461,0,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/specific/SpecificDatumReader.java,org/apache/avro/specific/SpecificDatumReader.java,76,18,1,14,299,191659,365,125,20,276,125,15,641,125,35,2277,435,126,23.5,4.6652,0,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/specific/SpecificExceptionBase.java,org/apache/avro/specific/SpecificExceptionBase.java,36,6,1,6,245,13230,49,40,8,5,3,0,54,40,9,1588,469,264,43.1667,5.8796,0,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/specific/SpecificCompiler.java,org/apache/avro/specific/SpecificCompiler.java,387,33,3,30,305,528565,1078,225,32,655,225,19,1733,327,52,2594,435,78,17.2121,3.929,0,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/util/Utf8.java,org/apache/avro/util/Utf8.java,80,8,1,5,328,86592,179,80,22,85,80,10,264,80,33,1671,506,208,38.375,5.837,0,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/file/DataFileReader.java,org/apache/avro/file/DataFileReader.java,149,14,1,10,316,332748,611,208,43,442,208,31,1053,208,75,2301,454,164,27.7143,5.1335,0,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/file/DataFileWriter.java,org/apache/avro/file/DataFileWriter.java,327,19,2,15,420,466620,741,183,39,370,183,19,1111,183,58,2593,454,136,26.2105,4.7676,0,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/file/DataFileConstants.java,org/apache/avro/file/DataFileConstants.java,34,5,2,4,111,5550,44,38,8,6,3,1,50,38,10,1416,454,283,41.4,4.879,0,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/file/DeflateCodec.java,org/apache/avro/file/DeflateCodec.java,131,5,2,5,28,6244,184,104,36,39,17,7,223,104,44,706,464,141,29.8,4.2635,0,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/file/DataFileStream.java,org/apache/avro/file/DataFileStream.java,240,8,2,7,71,27477,328,177,41,59,22,7,387,177,48,1479,454,184,35.25,4.5771,0,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/file/NullCodec.java,org/apache/avro/file/NullCodec.java,54,5,2,5,28,3192,89,57,17,25,13,5,114,57,22,706,464,141,29.8,4.2635,0,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/file/LengthLimitedInputStream.java,org/apache/avro/file/LengthLimitedInputStream.java,75,1,1,1,0,0,85,85,85,0,0,0,85,85,85,464,464,464,70,6.4068,0,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/Schema.java,org/apache/avro/Schema.java,988,40,3,36,305,923845,2058,451,51,971,451,24,3029,451,75,2762,435,69,15.95,3.661,0,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/Protocol.java,org/apache/avro/Protocol.java,334,22,2,18,305,363560,790,300,35,402,300,18,1192,300,54,2407,435,109,22.3636,4.4717,0,Yes
AVRO,1.3.3,lang/java/src/java/org/apache/avro/reflect/ReflectDatumReader.java,org/apache/avro/reflect/ReflectDatumReader.java,130,23,2,20,299,201526,410,92,17,264,92,11,674,92,29,2361,435,102,20.1739,4.3332,0,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/reflect/ReflectDatumWriter.java,org/apache/avro/reflect/ReflectDatumWriter.java,108,24,1,21,277,119941,279,61,11,154,61,6,433,61,18,2100,435,87,17.875,4.2402,0,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/reflect/ReflectData.java,org/apache/avro/reflect/ReflectData.java,388,31,2,27,420,716520,1068,194,34,638,194,20,1706,236,55,2660,435,85,19.2903,4.2652,0,Yes
AVRO,1.3.3,lang/java/src/java/org/apache/avro/reflect/ReflectRequestor.java,org/apache/avro/reflect/ReflectRequestor.java,64,13,1,10,277,99166,217,77,16,141,77,10,358,77,27,1868,435,143,25.2308,4.8381,0,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/reflect/InduceSchemaTool.java,org/apache/avro/reflect/InduceSchemaTool.java,69,6,2,6,60,5640,85,59,14,9,4,1,94,59,15,1208,456,201,36,4.6323,0,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/io/ResolvingDecoder.java,org/apache/avro/io/ResolvingDecoder.java,232,15,2,15,343,202370,419,223,27,171,91,11,590,223,39,1674,511,111,22.8,4.1508,0,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/io/BinaryDecoder.java,org/apache/avro/io/BinaryDecoder.java,899,8,2,8,241,323181,1162,820,145,179,147,22,1341,967,167,1524,509,190,35,4.9824,0,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/io/BinaryData.java,org/apache/avro/io/BinaryData.java,177,6,2,6,172,74132,309,190,51,122,88,20,431,190,71,1266,498,211,37.8333,5.1727,0,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/io/Decoder.java,org/apache/avro/io/Decoder.java,258,7,1,7,241,76397,302,279,43,15,10,2,317,279,45,1433,509,204,35.1429,5.5174,0,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/io/ValidatingEncoder.java,org/apache/avro/io/ValidatingEncoder.java,174,8,2,8,214,89666,311,225,38,108,104,13,419,225,52,1354,511,169,29.75,4.7734,0,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/io/DecoderFactory.java,org/apache/avro/io/DecoderFactory.java,219,1,1,1,0,0,232,232,232,0,0,0,232,232,232,476,476,476,78,7.8393,0,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/io/ParsingEncoder.java,org/apache/avro/io/ParsingEncoder.java,60,4,1,3,173,12110,70,52,17,0,0,0,70,52,17,958,498,239,37.5,5.7114,0,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/io/JsonDecoder.java,org/apache/avro/io/JsonDecoder.java,384,11,2,10,212,110240,473,397,43,47,23,4,520,397,47,1787,452,162,28.2727,4.4486,0,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/io/BinaryEncoder.java,org/apache/avro/io/BinaryEncoder.java,215,5,2,5,216,62856,272,266,54,19,16,3,291,266,58,1296,511,259,42.4,5.7949,0,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/io/BlockingBinaryEncoder.java,org/apache/avro/io/BlockingBinaryEncoder.java,534,7,2,7,237,158553,645,622,92,24,9,3,669,622,95,1492,496,213,36,5.5654,0,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/io/ParsingDecoder.java,org/apache/avro/io/ParsingDecoder.java,66,3,1,3,173,12975,75,74,25,0,0,0,75,74,25,871,511,290,44,5.8461,0,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/io/parsing/Parser.java,org/apache/avro/io/parsing/Parser.java,175,9,2,9,176,67936,289,144,32,97,39,10,386,144,42,1087,498,120,21.5556,3.9881,0,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/io/parsing/SkipParser.java,org/apache/avro/io/parsing/SkipParser.java,87,8,2,8,176,21120,108,94,13,12,4,1,120,94,15,982,511,122,21.875,3.801,0,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/io/parsing/ValidatingGrammarGenerator.java,org/apache/avro/io/parsing/ValidatingGrammarGenerator.java,125,8,2,8,201,32361,149,138,18,12,4,1,161,138,20,1339,506,167,30,4.5079,0,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/io/parsing/Symbol.java,org/apache/avro/io/parsing/Symbol.java,481,13,2,13,194,126100,600,382,46,50,17,3,650,382,50,1448,498,111,20.8462,3.9895,0,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/io/parsing/JsonGrammarGenerator.java,org/apache/avro/io/parsing/JsonGrammarGenerator.java,93,8,2,8,201,26130,115,102,14,15,4,1,130,102,16,1407,498,175,31,4.6258,0,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/io/parsing/ResolvingGrammarGenerator.java,org/apache/avro/io/parsing/ResolvingGrammarGenerator.java,418,13,2,13,201,108942,495,337,38,47,20,3,542,337,41,1443,506,111,21.9231,3.9128,0,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/io/ValidatingDecoder.java,org/apache/avro/io/ValidatingDecoder.java,202,9,2,9,203,131950,441,358,49,209,204,23,650,358,72,1103,511,122,22.1111,4.0381,0,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/io/Encoder.java,org/apache/avro/io/Encoder.java,245,5,1,5,202,58782,281,269,56,10,6,2,291,269,58,1285,465,257,37.2,5.8033,0,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/io/DirectBinaryDecoder.java,org/apache/avro/io/DirectBinaryDecoder.java,179,1,1,1,0,0,203,203,203,0,0,0,203,203,203,476,476,476,78,7.8393,0,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/io/JsonEncoder.java,org/apache/avro/io/JsonEncoder.java,215,10,2,10,187,53669,266,239,26,21,6,2,287,239,28,1364,498,136,24.8,4.3859,0,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/generic/GenericContainer.java,org/apache/avro/generic/GenericContainer.java,24,2,1,2,131,3537,27,27,13,0,0,0,27,27,13,813,506,406,58.5,6.8332,0,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/generic/GenericFixed.java,org/apache/avro/generic/GenericFixed.java,23,3,1,3,234,6084,25,24,8,1,1,0,26,24,8,930,511,310,47.3333,6.3611,0,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/generic/GenericResponder.java,org/apache/avro/generic/GenericResponder.java,47,9,1,6,328,65928,129,53,14,72,53,8,201,53,22,1964,468,218,35.5556,5.704,0,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/generic/GenericRequestor.java,org/apache/avro/generic/GenericRequestor.java,60,11,1,8,328,73472,147,57,13,77,57,7,224,57,20,2051,468,186,32.0909,5.4362,0,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/generic/GenericData.java,org/apache/avro/generic/GenericData.java,456,26,3,22,305,371185,854,250,32,363,250,13,1217,250,46,2541,435,97,20.8846,4.1947,0,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/generic/GenericDatumReader.java,org/apache/avro/generic/GenericDatumReader.java,322,31,3,27,420,892920,1242,265,40,884,265,28,2126,265,68,2672,435,86,18.871,4.029,0,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/generic/GenericDatumWriter.java,org/apache/avro/generic/GenericDatumWriter.java,172,18,2,15,305,252235,512,164,28,315,164,17,827,164,45,2336,435,129,25.1667,4.8133,0,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/ipc/ByteBufferOutputStream.java,org/apache/avro/ipc/ByteBufferOutputStream.java,78,6,1,3,277,75621,182,87,30,91,87,15,273,87,45,1272,511,212,34.3333,5.9279,0,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/ipc/RPCContext.java,org/apache/avro/ipc/RPCContext.java,137,5,1,5,215,42785,178,149,35,21,18,4,199,149,39,1566,454,313,47.8,5.9647,0,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/ipc/HttpServer.java,org/apache/avro/ipc/HttpServer.java,50,3,1,3,103,11433,85,76,28,26,26,8,111,76,37,844,496,281,40.6667,5.7537,0,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/ipc/DatagramServer.java,org/apache/avro/ipc/DatagramServer.java,64,3,1,3,133,10906,81,79,27,1,1,0,82,79,27,1147,498,382,59.3333,6.5232,0,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/ipc/HttpTransceiver.java,org/apache/avro/ipc/HttpTransceiver.java,99,6,1,6,126,17010,124,116,20,11,6,1,135,116,22,1209,496,201,33,4.8817,0,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/ipc/DatagramTransceiver.java,org/apache/avro/ipc/DatagramTransceiver.java,73,3,1,3,133,11571,86,84,28,1,1,0,87,84,29,1147,498,382,59.3333,6.5232,0,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/ipc/LocalTransceiver.java,org/apache/avro/ipc/LocalTransceiver.java,45,2,1,1,6,312,52,52,26,0,0,0,52,52,26,858,436,429,59.5,5.9392,0,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/ipc/Transceiver.java,org/apache/avro/ipc/Transceiver.java,35,7,1,4,277,36010,87,40,12,43,40,6,130,40,18,1522,465,217,33,5.8314,0,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/ipc/AvroRemoteException.java,org/apache/avro/ipc/AvroRemoteException.java,33,6,1,3,277,37949,89,44,14,48,44,8,137,44,22,1275,511,212,34.3333,5.9257,0,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/ipc/SocketTransceiver.java,org/apache/avro/ipc/SocketTransceiver.java,85,9,1,6,300,88500,197,87,21,98,87,10,295,87,32,1959,436,217,35.2222,5.7176,0,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/ipc/ResponderServlet.java,org/apache/avro/ipc/ResponderServlet.java,48,2,1,2,94,5264,56,56,28,0,0,0,56,56,28,820,496,410,56,6.748,0,No
AVRO,1.3.3,lang/java/src/java/org/apache/avro/ipc/Requestor.java,org/apache/avro/ipc/Requestor.java,196,17,1,14,328,194504,412,105,24,181,105,10,593,107,34,2316,435,136,25,4.7712,0,Yes
AVRO,1.3.3,lang/java/src/java/org/apache/avro/ipc/SocketServer.java,org/apache/avro/ipc/SocketServer.java,93,10,1,7,300,127200,268,118,26,156,118,15,424,118,42,2037,436,203,33.3,5.6217,0,Yes
AVRO,1.3.3,lang/java/src/java/org/apache/avro/ipc/ByteBufferInputStream.java,org/apache/avro/ipc/ByteBufferInputStream.java,78,8,1,5,277,72297,174,69,21,87,69,10,261,69,32,1294,511,161,27.125,5.1563,0,No
